CCN,NETWORK,Facility Name,Five Star Date,Five Star,Five Star Data Availability Code,Address Line 1,Address Line 2,City,State,Zip,County,dfc_closed,full_address,latitude,longitude
362840,9,DAVITA WOOSTER DIALYSIS,01/01/2015 - 12/31/2018,5,1,4190 BURBANK ROAD,"WOOSTER, OHIO",WOOSTER,OH,44691,WAYNE,open,"4190 BURBANK ROAD, WOOSTER, OH 44691",40.849937,-81.948399
362841,9,FMC WHITE POND,01/01/2015 - 12/31/2018,2,1,"690 WHITE POND DR., SUITE 101",,AKRON,OH,44320,SUMMIT,open,"690 WHITE POND DR., SUITE 101, AKRON, OH 44320",41.098671,-81.588994
362842,9,AFFILIATED DIALYSIS OF OHIO - BEACHWOOD,01/01/2015 - 12/31/2018,1,1,3619 PARK EAST DRIVE,SUITE 110 SOUTH,BEACHWOOD,OH,44122,CUYAHOGA,open,"3619 PARK EAST DRIVE, BEACHWOOD, OH 44122",41.461733,-81.492921
362843,9,FMC- LIBERTY FOREST FAIR LLC,01/01/2015 - 12/31/2018,2,1,1198 WEST KEMPER ROAD,,CINCINNATI,OH,45240,HAMILTON,open,"1198 WEST KEMPER ROAD, CINCINNATI, OH 45240",39.289614,-84.522825
362844,9,KIDNEY CENTER OF WHITEHALL LLC,01/01/2015 - 12/31/2018,2,1,6038 EAST MAIN STREET,,COLUMBUS,OH,43213,FRANKLIN,open,"6038 EAST MAIN STREET, COLUMBUS, OH 43213",39.955771,-82.836038
362845,9,"CINLD, LLC",01/01/2015 - 12/31/2018,2,1,1555 GOODMAN AVENUE,,CINCINNATI,OH,45224,HAMILTON,open,"1555 GOODMAN AVENUE, CINCINNATI, OH 45224",39.21543,-84.54625
362846,9,"NXSTAGE CLEVELAND, LLC",01/01/2015 - 12/31/2018,2,1,1418 TOWN CENTER BLVD A-30,,BRUNSWICK,OH,44212,MEDINA,closed,"1418 TOWN CENTER BLVD A-30, BRUNSWICK, OH 44212",41.237164,-81.808122
362847,9,NXSTAGE CINCINNATI LLC,01/01/2015 - 12/31/2018,3,1,12065 MONTGOMERY ROAD,,CINCINNATI,OH,45249,HAMILTON,closed,"12065 MONTGOMERY ROAD, CINCINNATI, OH 45249",39.28929,-84.302211
362848,9,"FMC - BIO-MEDICAL APPLICATIONS OF OHIO, INC.",01/01/2015 - 12/31/2018,Not Available,260,690 WHITE POND DRIVE,SUITE 201,AKRON,OH,44320,SUMMIT,open,"690 WHITE POND DRIVE, AKRON, OH 44320",41.098671,-81.588994
362849,9,BORREGO DIALYSIS LLC,01/01/2015 - 12/31/2018,2,1,6909 GOOD SAMARITAN DR. SUITE C,,CINCINNATI,OH,45247,HAMILTON,open,"6909 GOOD SAMARITAN DR. SUITE C, CINCINNATI, OH 45247",39.205032,-84.672245
362850,9,"USRC MAUMEE, LLC",01/01/2015 - 12/31/2018,2,1,"1787 INDIAN WOOD CIRCLE, SUITE B",,MAUMEE,OH,43537,LUCAS,open,"1787 INDIAN WOOD CIRCLE, SUITE B, MAUMEE, OH 43537",41.584241,-83.684977
362851,9,NXSTAGE KIDNEY CARE/NXSTAGE COLUMBUS LLC,01/01/2015 - 12/31/2018,Not Available,260,5665 WOERNER TEMPLE ROAD,,DUBLIN,OH,43016,FRANKLIN,open,"5665 WOERNER TEMPLE ROAD, DUBLIN, OH 43016",40.08393,-83.14232
362852,9,FMC- STARK COUNTY DIALYSIS,01/01/2015 - 12/31/2018,2,1,2835 TUSCARAWAS STREET WEST,,CANTON,OH,44708,STARK,open,"2835 TUSCARAWAS STREET WEST, CANTON, OH 44708",40.798947,-81.40646
362853,9,USRC KENT LLC,01/01/2015 - 12/31/2018,4,1,1720 EAST MAIN STREET,,KENT,OH,44240,PORTAGE,open,"1720 EAST MAIN STREET, KENT, OH 44240",41.153801,-81.331271
362854,9,"TOTAL RENAL CARE, INC.",01/01/2015 - 12/31/2018,4,1,"6530 W. CAMPUS OVAL, SUITE 100",,NEW ALBANY,OH,43054,FRANKLIN,open,"6530 W. CAMPUS OVAL, SUITE 100, NEW ALBANY, OH 43054",40.101172,-82.818559
362855,9,"TOTAL RENAL CARE, INC.",01/01/2015 - 12/31/2018,3,1,4330 KEYSTONE DRIVE,,MAUMEE,OH,43537,LUCAS,open,"4330 KEYSTONE DRIVE, MAUMEE, OH 43537",41.561385,-83.690949
362856,9,"FRESENIUS MEDICAL CARE BUTLER COUNTY, LLC",01/01/2015 - 12/31/2018,3,1,890 NW WASHINGTON BOULEVARD,,HAMILTON,OH,45013,BUTLER,open,"890 NW WASHINGTON BOULEVARD, HAMILTON, OH 45013",39.427198,-84.589857
362857,9,FRESENIUS MEDICAL CARE MAUMEE HOME LLC,01/01/2015 - 12/31/2018,Not Available,260,6546 WEATHERFIELD CT,,MAUMEE,OH,43537,LUCAS,open,"6546 WEATHERFIELD CT, MAUMEE, OH 43537",41.575955,-83.698632
362858,9,FMC-MILFORD LLC,01/01/2015 - 12/31/2018,2,1,5890 MEADOW CREEK DRIVE,,MILFORD,OH,45150,CLERMONT,open,"5890 MEADOW CREEK DRIVE, MILFORD, OH 45150",39.195102,-84.254232
362859,9,DAVITA-MIRACLE MILE DIALYSIS,01/01/2015 - 12/31/2018,5,1,4925 JACKMAN ROAD UNIT 59,,TOLEDO,OH,43613,LUCAS,open,"4925 JACKMAN ROAD UNIT 59, TOLEDO, OH 43613",41.704826,-83.58659
362860,9,DAVITA MALLORY PARK,01/01/2015 - 12/31/2018,3,1,2808 GERMANTOWN ST,,DAYTON,OH,45417,MONTGOMERY,open,"2808 GERMANTOWN ST, DAYTON, OH 45417",39.738346,-84.240162
362861,9,DAVITA TROTWOOD,01/01/2015 - 12/31/2018,4,1,5680 SALEM BEND DRIVE,,DAYTON,OH,45426,MONTGOMERY,open,"5680 SALEM BEND DRIVE, DAYTON, OH 45426",39.827445,-84.292095
362862,9,"BIO-MEDICAL APPLICATIONS OF OHIO, INC.",01/01/2015 - 12/31/2018,Not Available,260,758 COMMUNICATIONS PARKWAY,,COLUMBUS,OH,43217,FRANKLIN,open,"758 COMMUNICATIONS PARKWAY, COLUMBUS, OH 43217",40.059586,-83.03966
362863,9,LABETTE DIALYSIS LLC,01/01/2015 - 12/31/2018,2,1,"367 COUNTY ROAD 406, UNIT 11",,SOUTH POINT,OH,45680,LAWRENCE,open,"367 COUNTY ROAD 406, UNIT 11, SOUTH POINT, OH 45680",38.421265,-82.505473
362864,9,"TOTAL RENAL CARE, INC.",01/01/2015 - 12/31/2018,5,1,111 TARHE TRAIL,,UPPER SANDUSKY,OH,43351,WYANDOT,closed,"111 TARHE TRAIL, UPPER SANDUSKY, OH 43351",40.852964,-83.27834
362865,9,FRESENIUS MEDICAL CARE NEW ALBANY LLC,01/01/2015 - 12/31/2018,1,1,991 E. JOHNSTOWN RD.,,COLUMBUS,OH,43230,FRANKLIN,open,"991 E. JOHNSTOWN RD., COLUMBUS, OH 43230",40.04383,-82.861585
362866,9,DAVITA CANTON DIALYSIS,01/01/2015 - 12/31/2018,4,1,2912 W TUSCARAWAS ST,,CANTON,OH,44708,STARK,open,"2912 W TUSCARAWAS ST, CANTON, OH 44708",40.799269,-81.401669
362867,9,KAMAKA DIALYSIS LLC,01/01/2015 - 12/31/2018,3,1,1587 BOETTLER RD SUITE 130,,UNIONTOWN,OH,44685,STARK,open,"1587 BOETTLER RD SUITE 130, UNIONTOWN, OH 44685",40.960014,-81.47082
362868,9,FRESENIUS KIDNEY CARE DAYTON EAST,01/01/2015 - 12/31/2018,1,1,821 S. EDWIN C. MOSES BLVD.,,DAYTON,OH,45417,MONTGOMERY,open,"821 S. EDWIN C. MOSES BLVD., DAYTON, OH 45417",39.745679,-84.196601
362869,9,FRESENIUS KIDNEY CARE WESTGATE,01/01/2015 - 12/31/2018,Not Available,260,3546 WEST SYLVANIA AVENUE,,TOLEDO,OH,43623,LUCAS,closed,"3546 WEST SYLVANIA AVENUE, TOLEDO, OH 43623",41.691815,-83.630039
362870,9,"USRC BRIARFIELD HOME, LLC",01/01/2015 - 12/31/2018,Not Available,260,3214 BRIARFIELD BLVD.,,MAUMEE,OH,43537,LUCAS,open,"3214 BRIARFIELD BLVD., MAUMEE, OH 43537",41.581802,-83.697542
362871,9,FRESENIUS KIDNEY CARE CORNERSBURG,01/01/2015 - 12/31/2018,3,1,"3265 CANFIELD RD, UNIT C",,YOUNGSTOWN,OH,44511,MAHONING,open,"3265 CANFIELD RD, UNIT C, YOUNGSTOWN, OH 44511",41.062718,-80.706422
362872,9,DAVITA LOVELAND DIALYSIS,01/01/2015 - 12/31/2018,Not Available,260,8944 COLUMBIA RD SUITE 6,,LOVELAND,OH,45140,CLERMONT,open,"8944 COLUMBIA RD SUITE 6, LOVELAND, OH 45140",39.30583,-84.27838
362873,9,DAVITA MEDINA SQUARE DIALYSIS,01/01/2015 - 12/31/2018,Not Available,260,740 NORTH COURT STREET,,MEDINA,OH,44256,MEDINA,open,"740 NORTH COURT STREET, MEDINA, OH 44256",41.14738,-81.8634
362874,9,FKC-TOLEDO DOWNTOWN DIALYSIS,01/01/2015 - 12/31/2018,3,1,1313 CHERRY STREET,,TOLEDO,OH,43608,LUCAS,open,"1313 CHERRY STREET, TOLEDO, OH 43608",41.66253,-83.537028
362875,9,FKC- CENTERVILLE HOME,01/01/2015 - 12/31/2018,Not Available,260,7700 WASHINGTON VILLAGE DRIVE,,DAYTON,OH,45459,MONTGOMERY,open,"7700 WASHINGTON VILLAGE DRIVE, DAYTON, OH 45459",39.633059,-84.191655
362876,9,FKC-OHIO RENAL CARE GROUP SOUTHPOINTE,01/01/2015 - 12/31/2018,Not Available,260,"4200 WARRENSVILLE CENTER ROAD, SUITE 100",,BEACHWOOD,OH,44122,CUYAHOGA,open,"4200 WARRENSVILLE CENTER ROAD, SUITE 100, BEACHWOOD, OH 44122",41.446007,-81.537517
362877,9,CENTER FOR DIALYSIS CARE WESTSIDE HOME CARE LLC,01/01/2015 - 12/31/2018,Not Available,260,24651 CENTER RIDGE RD,SUITE 450,WESTLAKE,OH,44145,CUYAHOGA,open,"24651 CENTER RIDGE RD, WESTLAKE, OH 44145",41.456578,-81.894659
362878,9,CENTER FOR DIALYSIS CARE MIDDLEBURG HEIGHTS,01/01/2015 - 12/31/2018,Not Available,260,6749 EASTLAND ROAD,,MIDDLEBURG HEIGHTS,OH,44130,CUYAHOGA,open,"6749 EASTLAND ROAD, MIDDLEBURG HEIGHTS, OH 44130",41.386616,-81.842215
362879,9,FRESENIUS KIDNEY CARE BELPRE,01/01/2015 - 12/31/2018,Not Available,260,510 MAIN STREET BELPRE,,BELPRE,OH,45714,WASHINGTON,closed,"510 MAIN STREET BELPRE, BELPRE, OH 45714",39.2774,-81.56759
362880,9,FRESENIUS KIDNEY CARE-WARREN,01/01/2015 - 12/31/2018,Not Available,260,4941 ENTERPRISE BLVD. NW,,WARREN,OH,44481,TRUMBULL,open,"4941 ENTERPRISE BLVD. NW, WARREN, OH 44481",41.236095,-80.817963
362881,9,DIALYSIS CARE CENTER AKRON LLC,01/01/2015 - 12/31/2018,Not Available,260,1505 SOUTH HAWKINS AVENUE,,AKRON,OH,44320,SUMMIT,open,"1505 SOUTH HAWKINS AVENUE, AKRON, OH 44320",41.06815,-81.568771
362882,9,OHIO RENAL CARE GROUP LLC,01/01/2015 - 12/31/2018,Not Available,260,320 BROADWAY ST E,,CUYAHOGA FALLS,OH,44221,SUMMIT,open,"320 BROADWAY ST E, CUYAHOGA FALLS, OH 44221",41.133144,-81.47845
362883,9,OHIO RENAL HOLDINGS INC.,01/01/2015 - 12/31/2018,Not Available,260,"3609 PARK EAST DRIVE, SUITE 106 NORTH",,BEACHWOOD,OH,44122,CUYAHOGA,closed,"3609 PARK EAST DRIVE, SUITE 106 NORTH, BEACHWOOD, OH 44122",41.462051,-81.492403
362884,9,DAVITA NAVARRE DIALYSIS,01/01/2015 - 12/31/2018,Not Available,258,517 PARK ST NW SUITE A,,NAVARRE,OH,44662,STARK,open,"517 PARK ST NW SUITE A, NAVARRE, OH 44662",40.726591,-81.525991
362885,9,DAVITA STARR DIALYSIS,01/01/2015 - 12/31/2018,Not Available,258,403 E. BROADWAY ST.,,TOLEDO,OH,43605,LUCAS,open,"403 E. BROADWAY ST., TOLEDO, OH 43605",41.64334,-83.51559
362886,9,BULLOCK DIALYSIS LLC,01/01/2015 - 12/31/2018,Not Available,258,"1532 MAIN STREET, SUITE B",,HAMILTON,OH,45013,BUTLER,open,"1532 MAIN STREET, SUITE B, HAMILTON, OH 45013",39.4279,-84.59702
362888,9,DAVITA MINERVA PARK DIALYSIS,01/01/2015 - 12/31/2018,Not Available,258,4401 CLEVELAND AVENUE,,COLUMBUS,OH,43224,FRANKLIN,open,"4401 CLEVELAND AVENUE, COLUMBUS, OH 43224",40.058965,-82.95354
362889,9,OHIO RENAL CARE GROUP LLC,01/01/2015 - 12/31/2018,Not Available,258,2117 LAKE AVENUE,,ASHTABULA,OH,44004,ASHTABULA,closed,"2117 LAKE AVENUE, ASHTABULA, OH 44004",41.88179,-80.79921
363511,9,FIRELANDS BELLEVUE DIALYSIS CENTER,01/01/2015 - 12/31/2018,5,1,"290 PROGRESS DRIVE, SUITE A",,BELLEVUE,OH,44811,SANDUSKY,open,"290 PROGRESS DRIVE, SUITE A, BELLEVUE, OH 44811",41.28993,-82.88266
372308,13,ST FRANCIS HOSPITAL-DIALYSIS,01/01/2015 - 12/31/2018,3,1,6161 S YALE AVE,,TULSA,OK,74136,TULSA,open,"6161 S YALE AVE, TULSA, OK 74136",36.070576,-95.918276
372311,13,OU CHILDREN DIALYSIS,01/01/2015 - 12/31/2018,Not Available,260,OU CHILDREN'S DIALYSIS UNIT,1200 EVERETT DR STE 1-J,OKLAHOMA CITY,OK,73104,OKLAHOMA,open,"OU CHILDREN'S DIALYSIS UNIT, OKLAHOMA CITY, OK 73104",35.46643,-97.509098
372324,13,OSU MEDICAL CENTER OUTPATIENT DIALYSIS UNIT,01/01/2015 - 12/31/2018,Not Available,258,802 S JACKSON,STE 101,TULSA,OK,74127,TULSA,open,"802 S JACKSON, TULSA, OK 74127",36.147211,-95.999933
372500,13,FKC-LAKE HEFNER DIALYSIS,01/01/2015 - 12/31/2018,3,1,7201 CHEROKEE PLAZA,,WARR ACRES,OK,73132,OKLAHOMA,open,"7201 CHEROKEE PLAZA, WARR ACRES, OK 73132",35.544949,-97.613822
372504,13,DAVITA - TULSA DIALYSIS,01/01/2015 - 12/31/2018,3,1,4436 S HARVARD AVE,,TULSA,OK,74135,TULSA,open,"4436 S HARVARD AVE, TULSA, OK 74135",36.100409,-95.940775
372505,13,DAVITA - STILLWATER,01/01/2015 - 12/31/2018,5,1,406 E HALL OF FAME AVE STE 300,,STILLWATER,OK,74075,PAYNE,closed,"406 E HALL OF FAME AVE STE 300, STILLWATER, OK 74075",36.127718,-97.053573
372511,13,DAVITA - MIDWEST CITY,01/01/2015 - 12/31/2018,4,1,7221 E RENO AVE,,MIDWEST CITY,OK,73110,OKLAHOMA,open,"7221 E RENO AVE, MIDWEST CITY, OK 73110",35.46445,-97.40182
372512,13,DAVITA - TAHLEQUAH,01/01/2015 - 12/31/2018,5,1,1373 E BOONE ST,,TAHLEQUAH,OK,74464,CHEROKEE,open,"1373 E BOONE ST, TAHLEQUAH, OK 74464",35.913494,-94.950865
372513,13,DAVITA - SHAWNEE,01/01/2015 - 12/31/2018,4,1,4409 N KICKAPOO SUITE 113,,SHAWNEE,OK,74804,POTTAWATOMIE,open,"4409 N KICKAPOO SUITE 113, SHAWNEE, OK 74804",35.375909,-96.928843
372514,13,DAVITA - CLAREMORE,01/01/2015 - 12/31/2018,4,1,202 E BLUE STARR DR,,CLAREMORE,OK,74017,ROGERS,open,"202 E BLUE STARR DR, CLAREMORE, OK 74017",36.321976,-95.606122
372515,13,DAVITA - NORTHWEST BETHANY,01/01/2015 - 12/31/2018,3,1,7800 NW 23RD STE A,,BETHANY,OK,73008,OKLAHOMA,open,"7800 NW 23RD STE A, BETHANY, OK 73008",35.49291,-97.65075
372516,13,DAVITA - BROKEN ARROW,01/01/2015 - 12/31/2018,3,1,1710 N 9TH ST,,BROKEN ARROW,OK,74012,TULSA,open,"1710 N 9TH ST, BROKEN ARROW, OK 74012",36.070769,-95.779555
372518,13,DAVITA - OKLAHOMA CITY SOUTH,01/01/2015 - 12/31/2018,2,1,319 SW 59TH STREET,,OKLAHOMA CITY,OK,73109,OKLAHOMA,open,"319 SW 59TH STREET, OKLAHOMA CITY, OK 73109",35.406739,-97.519538
372520,13,FMCNA - SOUTH OKC DX CTR,01/01/2015 - 12/31/2018,3,1,5419 S WESTERN,,OKLAHOMA CITY,OK,73109,OKLAHOMA,open,"5419 S WESTERN, OKLAHOMA CITY, OK 73109",35.411425,-97.530691
372522,13,DAVITA - DUNCAN,01/01/2015 - 12/31/2018,4,1,2845 W ELK,,DUNCAN,OK,73533,STEPHENS,open,"2845 W ELK, DUNCAN, OK 73533",34.522244,-97.983703
372523,13,ARA - LAWTON DIALYSIS,01/01/2015 - 12/31/2018,2,1,EISENHOWER SQUARE,5110 WEST GORE BLVD STE 12,LAWTON,OK,73505,COMANCHE,open,"EISENHOWER SQUARE, LAWTON, OK 73505",34.623436,-98.474751
372527,13,DAVITA - NORMAN,01/01/2015 - 12/31/2018,5,1,1818 W LINDSEY BLDG B STE104,,NORMAN,OK,73069,CLEVELAND,open,"1818 W LINDSEY BLDG B STE104, NORMAN, OK 73069",35.202663,-97.469511
372529,13,DAVITA - PRYOR,01/01/2015 - 12/31/2018,5,1,309 E GRAHAM,,PRYOR,OK,74361,MAYES,open,"309 E GRAHAM, PRYOR, OK 74361",36.307257,-95.314992
372530,13,DAVITA - HEARTLAND DIALYSIS,01/01/2015 - 12/31/2018,3,1,925 NE EIGHTH,,OKLAHOMA CITY,OK,73104,OKLAHOMA,open,"925 NE EIGHTH, OKLAHOMA CITY, OK 73104",35.476607,-97.495558
372531,13,DAVITA - ELK CITY DIALYSIS,01/01/2015 - 12/31/2018,5,1,1601 W 2ND ST,,ELK CITY,OK,73644,BECKHAM,open,"1601 W 2ND ST, ELK CITY, OK 73644",35.413094,-99.423583
372532,13,FMCNA - SE OKLAHOMA,01/01/2015 - 12/31/2018,4,1,810 NW 10TH  STE B,,OKLAHOMA CITY,OK,73106,OKLAHOMA,open,"810 NW 10TH  STE B, OKLAHOMA CITY, OK 73106",35.478478,-97.526192
372533,13,FMCNA - SHAWNEE,01/01/2015 - 12/31/2018,4,1,3807 N HARRISON,,SHAWNEE,OK,74804,POTTAWATOMIE,open,"3807 N HARRISON, SHAWNEE, OK 74804",35.368481,-96.9116
372536,13,HEARTLAND MIAMI DX LLP,01/01/2015 - 12/31/2018,5,1,2111 DENVER HARNER DR,,MIAMI,OK,74354,OTTAWA,open,"2111 DENVER HARNER DR, MIAMI, OK 74354",36.898615,-94.859431
372538,13,FMCNA - SOUTH TULSA,01/01/2015 - 12/31/2018,3,1,8260 S LEWIS,,TULSA,OK,74137,TULSA,open,"8260 S LEWIS, TULSA, OK 74137",36.045496,-95.957875
372539,13,FMCNA - NORTH CENTRAL OKLAHOMA CITY,01/01/2015 - 12/31/2018,4,1,200 NE 50TH ST,,OKLAHOMA CITY,OK,73105,OKLAHOMA,open,"200 NE 50TH ST, OKLAHOMA CITY, OK 73105",35.521816,-97.507277
372540,13,FMCNA - NORTHWEST OKLAHOMA CITY,01/01/2015 - 12/31/2018,4,1,3107 NW 50TH ST,,OKLAHOMA CITY,OK,73112,OKLAHOMA,open,"3107 NW 50TH ST, OKLAHOMA CITY, OK 73112",35.52275,-97.57041
372541,13,DAVITA - EDMOND,01/01/2015 - 12/31/2018,4,1,50 S BAUMANN AVE,,EDMOND,OK,73034,OKLAHOMA,closed,"50 S BAUMANN AVE, EDMOND, OK 73034",35.654007,-97.46654
372542,13,FMCNA - ARDMORE,01/01/2015 - 12/31/2018,4,1,1402 BROOKVIEW DR,,ARDMORE,OK,73401,CARTER,closed,"1402 BROOKVIEW DR, ARDMORE, OK 73401",34.189336,-97.152116
372544,13,FMCNA - YUKON JV,01/01/2015 - 12/31/2018,3,1,1320 W VANDAMENT AVE,,YUKON,OK,73099,CANADIAN,open,"1320 W VANDAMENT AVE, YUKON, OK 73099",35.492726,-97.763791
372545,13,DAVITA - STILWELL DIALYSIS,01/01/2015 - 12/31/2018,5,1,80851 HWY 59,,STILWELL,OK,74960,ADAIR,open,"80851 HWY 59, STILWELL, OK 74960",35.800278,-94.626869
372546,13,DAVITA - CENTRAL TULSA,01/01/2015 - 12/31/2018,4,1,1124 S ST LOUIS AVE,,TULSA,OK,74120,TULSA,open,"1124 S ST LOUIS AVE, TULSA, OK 74120",36.146957,-95.971271
372547,13,DAVITA - TRI-STATE DIALYSIS,01/01/2015 - 12/31/2018,3,1,2510 N MAIN,,MIAMI,OK,74354,OTTAWA,open,"2510 N MAIN, MIAMI, OK 74354",36.905139,-94.876849
372548,13,DAVITA - OKMULGEE,01/01/2015 - 12/31/2018,4,1,201 S DELAWARE,,OKMULGEE,OK,74447,OKMULGEE,open,"201 S DELAWARE, OKMULGEE, OK 74447",35.622081,-95.966172
372549,13,DAVITA - MUSKOGEE COMMUNITY DIALYSIS CTR,01/01/2015 - 12/31/2018,3,1,2316 W SHAWNEE ST,,MUSKOGEE,OK,74401,MUSKOGEE,open,"2316 W SHAWNEE ST, MUSKOGEE, OK 74401",35.77116,-95.39182
372552,13,FMCNA - PONCA CITY,01/01/2015 - 12/31/2018,3,1,1208 E HARTFORD,,PONCA CITY,OK,74601,KAY,open,"1208 E HARTFORD, PONCA CITY, OK 74601",36.723774,-97.068562
372553,13,FMCNA - HERITAGE PARK,01/01/2015 - 12/31/2018,4,1,310 S. HIGHLAND AVE,,MIDWEST CITY,OK,73110,OKLAHOMA,open,"310 S. HIGHLAND AVE, MIDWEST CITY, OK 73110",35.46296,-97.40782
372555,13,FMCNA - WOODWARD,01/01/2015 - 12/31/2018,3,1,909 18TH ST,,WOODWARD,OK,73801,WOODWARD,open,"909 18TH ST, WOODWARD, OK 73801",36.438005,-99.402525
372556,13,FMCNA - STILLWATER MEDICAL CTR DIALYSIS,01/01/2015 - 12/31/2018,3,1,"1921 W SIXTH ST, BLDG B",,STILLWATER,OK,74074,PAYNE,open,"1921 W SIXTH ST, BLDG B, STILLWATER, OK 74074",36.11623,-97.187225
372557,13,ARA - LAWTON DIALYSIS EAST,01/01/2015 - 12/31/2018,3,1,4516 SE LEE BLVD STE 108,,LAWTON,OK,73501,COMANCHE,open,"4516 SE LEE BLVD STE 108, LAWTON, OK 73501",34.594996,-98.333453
372558,13,FMCNA - ENID DIALYSIS CTR,01/01/2015 - 12/31/2018,5,1,121 W OWEN K GARRIOTT,,ENID,OK,73701,GARFIELD,open,"121 W OWEN K GARRIOTT, ENID, OK 73701",36.390528,-97.879592
372559,13,POTEAU DIALYSIS CTR,01/01/2015 - 12/31/2018,3,1,1200 CENTRAL ST,,POTEAU,OK,74953,UNKNOWN,open,"1200 CENTRAL ST, POTEAU, OK 74953",35.063413,-94.62013
372560,13,DAVITA - SAPULPA DIALYSIS,01/01/2015 - 12/31/2018,4,1,9647 RIDGEVIEW ST,,TULSA,OK,74131,CREEK,open,"9647 RIDGEVIEW ST, TULSA, OK 74131",36.029494,-96.100532
372561,13,DAVITA - CLINTON DIALYSIS CTR,01/01/2015 - 12/31/2018,4,1,150 S 31ST,,CLINTON,OK,73601,CUSTER,open,"150 S 31ST, CLINTON, OK 73601",35.514152,-98.999833
372562,13,DAVITA - SOONER DIALYSIS,01/01/2015 - 12/31/2018,3,1,1561 N PORTER AVE,,NORMAN,OK,73071,CLEVELAND,open,"1561 N PORTER AVE, NORMAN, OK 73071",35.237044,-97.440497
372564,13,DVA - MCALESTER DIALYSIS,01/01/2015 - 12/31/2018,3,1,2 CLARK BASS BLVD #101,,MCALESTER,OK,74501,PITTSBURG,open,"2 CLARK BASS BLVD #101, MCALESTER, OK 74501",34.93677,-95.750348
372565,13,DAVITA - DURANT DIALYSIS,01/01/2015 - 12/31/2018,5,1,411 WESTSIDE DR,,DURANT,OK,74701,BRYAN,open,"411 WESTSIDE DR, DURANT, OK 74701",34.000646,-96.405622
372566,13,FMCNA - MUSKOGEE,01/01/2015 - 12/31/2018,3,1,3371 W BROADWAY,,MUSKOGEE,OK,74401,MUSKOGEE,open,"3371 W BROADWAY, MUSKOGEE, OK 74401",35.755953,-95.404542
372567,13,DAVITA - SOUTHCREST,01/01/2015 - 12/31/2018,4,1,10921 EAST 81ST ST,,TULSA,OK,74133,TULSA,open,"10921 EAST 81ST ST, TULSA, OK 74133",36.046966,-95.852977
372569,13,DAVITA - GREENWOOD DIALYSIS,01/01/2015 - 12/31/2018,3,1,1345 N LANSING AVE,,TULSA,OK,74106,TULSA,closed,"1345 N LANSING AVE, TULSA, OK 74106",36.17484,-95.98016
372570,13,FMCNA - EAST TULSA,01/01/2015 - 12/31/2018,4,1,5147 S GARNETT RD STE C,,TULSA,OK,74146,TULSA,open,"5147 S GARNETT RD STE C, TULSA, OK 74146",36.08738,-95.8505
372571,13,FMCNA - SOUTHWEST OKLAHOMA CITY JV,01/01/2015 - 12/31/2018,4,1,10301 GREENBRIAR PKWY,,OKLAHOMA CITY,OK,73159,OKLAHOMA,open,"10301 GREENBRIAR PKWY, OKLAHOMA CITY, OK 73159",35.36566,-97.54476
372572,13,DAVITA - CHICKASHA DIALYSIS CTR,01/01/2015 - 12/31/2018,5,1,228 S 29TH ST,,CHICKASHA,OK,73018,GRADY,open,"228 S 29TH ST, CHICKASHA, OK 73018",35.049142,-97.970534
372573,13,FMCNA - ADA DIALYSIS CTR,01/01/2015 - 12/31/2018,5,1,324 NW J.A. RICHARDSON LOOP,,ADA,OK,74820,PONTOTOC,open,"324 NW J.A. RICHARDSON LOOP, ADA, OK 74820",34.77452,-96.678658
372574,13,SOONER DIALYSIS - LAWTON,01/01/2015 - 12/31/2018,2,1,924 SW 38TH ST,,LAWTON,OK,73505,COMANCHE,open,"924 SW 38TH ST, LAWTON, OK 73505",34.59941,-98.439173
372575,13,DAVITA - ANADARKO,01/01/2015 - 12/31/2018,5,1,412 SE 11TH,,ANADARKO,OK,73005,CADDO,open,"412 SE 11TH, ANADARKO, OK 73005",35.699771,-96.876483
372577,13,"FMCNA - OKLAHOMA KIDNEY CARE DX, LLC",01/01/2015 - 12/31/2018,5,1,"13901 MCAULEY BLVD, STE 102",,OKLAHOMA CITY,OK,73134,OKLAHOMA,open,"13901 MCAULEY BLVD, STE 102, OKLAHOMA CITY, OK 73134",35.611652,-97.598519
372578,13,FMCNA - NORTH TULSA,01/01/2015 - 12/31/2018,4,1,2309 W EDISON STE A,,TULSA,OK,74127,TULSA,closed,"2309 W EDISON STE A, TULSA, OK 74127",36.161257,-96.017401
372579,13,DAVITA - CLEVELAND PD,01/01/2015 - 12/31/2018,4,1,1059 SE 82ND,,OKLAHOMA CITY,OK,73149,OKLAHOMA,open,"1059 SE 82ND, OKLAHOMA CITY, OK 73149",35.38485,-97.49318
372580,13,DVA - MCINTOSH COUNTY DIALYSIS,01/01/2015 - 12/31/2018,4,1,480 EUNICE BURNS RD,,EUFAULA,OK,74432,MCINTOSH,open,"480 EUNICE BURNS RD, EUFAULA, OK 74432",35.296064,-95.595096
372581,13,FMCNA - EDMOND EAST,01/01/2015 - 12/31/2018,3,1,301 KATIE MICHELLE BLVD,,EDMOND,OK,73034,OKLAHOMA,open,"301 KATIE MICHELLE BLVD, EDMOND, OK 73034",35.651567,-97.43299
