CCN,Network,Facility Name,Five Star Date,Five Star,Five Star Data Availability Code,Address Line 1,Address Line 2,City,State,Zip,County/Parish,dfc_new,full_address,latitude,longitude
332822,2,DaVita Ridge Care Dialysis,01Jan2020-31Dec2023,3.0,1,1734 Hancock Street,,Ridgewood,NY,11385,Queens,new,"1734 Hancock Street, Ridgewood, NY 11385",40.70006,-73.90388
332823,2,DaVita Conduit Avenue Dialysis,01Jan2020-31Dec2023,3.0,1,219-10 S. Conduit Ave,,Springfield Gardens,NY,11413,Queens,new,"219-10 S. Conduit Ave, Springfield Gardens, NY 11413",40.665395,-73.757425
332825,2,BCRD Brooklyn Center for Renal Dialysis,01Jan2020-31Dec2023,2.0,1,170 Buffalo Avenue,,Brooklyn,NY,11213,Kings,new,"170 Buffalo Avenue, Brooklyn, NY 11213",40.673365,-73.925532
332826,2,DaVita Selden Dialysis,01Jan2020-31Dec2023,4.0,1,668 Middle Country Road,,Selden,NY,11784,Suffolk,new,"668 Middle Country Road, Selden, NY 11784",40.86547,-73.036008
332827,2,DaVita Smithtown Dialysis,01Jan2020-31Dec2023,2.0,1,113 TERRY RD,,Smithtown,NY,11787,Suffolk,new,"113 TERRY RD, Smithtown, NY 11787",40.850045,-73.170844
332828,2,US Renal Care Ulster Dialysis,01Jan2020-31Dec2023,3.0,1,900 Miron Lane,,Kingston,NY,12401,Ulster,new,"900 Miron Lane, Kingston, NY 12401",41.958092,-73.987968
332829,2,Utica Partners LLC,01Jan2020-31Dec2023,2.0,1,117 Erie Blvd West,,Rome,NY,13440,Oneida,new,"117 Erie Blvd West, Rome, NY 13440",43.209675,-75.46118
332830,2,DaVita Anchor Home Training,01Jan2020-31Dec2023,,260,3005 Long Beach Road,,Oceanside,NY,11572,Nassau,new,"3005 Long Beach Road, Oceanside, NY 11572",40.637653,-73.63958
332831,2,DaVita Highbridge Dialysis,01Jan2020-31Dec2023,1.0,1,2406 AMSTERDAM AVE,,New York,NY,10033,New York,new,"2406 AMSTERDAM AVE, New York, NY 10033",40.847222,-73.931775
332832,2,Fresenius Kidney Care Kings County South,01Jan2020-31Dec2023,2.0,1,420 Avenue P,,Brooklyn,NY,11223,Kings,new,"420 Avenue P, Brooklyn, NY 11223",40.608658,-73.972356
332833,2,DaVita Peconic Bay Dialysis,01Jan2020-31Dec2023,3.0,1,"700 OLD COUNTRY RD, STE 4",,Riverhead,NY,11901,Suffolk,new,"700 OLD COUNTRY RD, STE 4, Riverhead, NY 11901",40.93522,-72.66721
332834,2,Doral Dialysis,01Jan2020-31Dec2023,1.0,1,1797 Pitkin Avenue,,Brooklyn,NY,11212,Kings,new,"1797 Pitkin Avenue, Brooklyn, NY 11212",40.670491,-73.90683
332835,2,"Rogosin at Bronx Methodist Home for Nursing & Rehabilitation, LLC",01Jan2020-31Dec2023,2.0,1,4499 Manhattan College Parkway,,Bronx,NY,10471,Bronx,new,"4499 Manhattan College Parkway, Bronx, NY 10471",40.890515,-73.903019
332836,2,FMC - Freedom Center of Clifton Park,01Jan2020-31Dec2023,,260,1785 Route 9  Suite 103,,Clifton Park,NY,12065,Saratoga,new,"1785 Route 9  Suite 103, Clifton Park, NY 12065",42.87964,-73.772674
332837,2,US Renal Care Hamburg,01Jan2020-31Dec2023,5.0,1,3860 Mckinley Pkwy Ste 120,,Blasdell,NY,14219,Erie,new,"3860 Mckinley Pkwy Ste 120, Blasdell, NY 14219",42.779323,-78.812011
332838,2,"Novo Dialysis Flatlands, LLC",01Jan2020-31Dec2023,1.0,1,"2306 Nostrand Ave, Ground Floor",,Brooklyn,NY,11210,Kings,new,"2306 Nostrand Ave, Ground Floor, Brooklyn, NY 11210",40.628391,-73.947415
332839,2,DaVita Mid-Hudson Dialysis,01Jan2020-31Dec2023,,260,982 MAIN ST,,FISHKILL,NY,12524,Dutchess,new,"982 MAIN ST, FISHKILL, NY 12524",41.529913,-73.905588
332841,2,FMC DEER PARK DIALYSIS,01Jan2020-31Dec2023,4.0,1,1350 DEER PARK AVE,,North Babylon,NY,11703,Suffolk,new,"1350 DEER PARK AVE, North Babylon, NY 11703",40.742673,-73.322441
332843,2,FMC Queens Village Dialysis,01Jan2020-31Dec2023,5.0,1,22005 Hillside Avenue,,Queens Village,NY,11427,Queens,new,"22005 Hillside Avenue, Queens Village, NY 11427",40.731017,-73.744163
332844,2,Advent Renal Care,01Jan2020-31Dec2023,,260,3250 Palmer Ave,,Bronx,NY,10475,Bronx,new,"3250 Palmer Ave, Bronx, NY 10475",40.860801,-73.825869
332845,2,BCRD Williamsburg Center For Renal Dialysis,01Jan2020-31Dec2023,1.0,1,722 Myrtle Avenue,,Brooklyn,NY,11205,Kings,new,"722 Myrtle Avenue, Brooklyn, NY 11205",40.694669,-73.954412
332846,2,Davita Massapequa Dialysis,01Jan2020-31Dec2023,,260,1071 North Broadway,,Massapequa,NY,11758,Nassau,new,"1071 North Broadway, Massapequa, NY 11758",40.711191,-73.461478
332847,2,DaVita Tarrytown Home Training,01Jan2020-31Dec2023,,260,200 White Plains Rd,,Tarrytown,NY,10591,Westchester,new,"200 White Plains Rd, Tarrytown, NY 10591",41.06341,-73.851688
332848,2,US Renal Care North Flushing,01Jan2020-31Dec2023,,260,2707 Francis Lewis Blvd,,Flushing,NY,11358,Queens,new,"2707 Francis Lewis Blvd, Flushing, NY 11358",40.77213,-73.79445
332849,2,"NOVO DIALYSIS JAMAICA, LLC",01Jan2020-31Dec2023,,260,214-70 Jamaica Avenue,,Queens Village,NY,11428,Queens,new,"214-70 Jamaica Avenue, Queens Village, NY 11428",40.716701,-73.741287
332850,2,BCRD Beth Abraham Center For Renal Dialysis,01Jan2020-31Dec2023,,258,612 Allerton Ave,,Bronx,NY,10467,Bronx,new,"612 Allerton Ave, Bronx, NY 10467",40.864904,-73.869891
332851,2,U.S. RENAL CARE ONEIDA DIALYSIS,01Jan2020-31Dec2023,,260,131 MAIN ST,STE 101,ONEIDA,NY,13421,Madison,new,"131 MAIN ST, ONEIDA, NY 13421",43.094958,-75.651515
332852,2,US RENAL CARE FAXTON DIALYSIS,01Jan2020-31Dec2023,,260,1676 SUNSET AVE,,UTICA,NY,13502,Oneida,new,"1676 SUNSET AVE, UTICA, NY 13502",43.091018,-75.258001
332853,2,U.S. RENAL CARE HAMILTON DIALYSIS,01Jan2020-31Dec2023,,260,10 EATON ST,STE 102,HAMILTON,NY,13346,Madison,new,"10 EATON ST, HAMILTON, NY 13346",42.82702,-75.546029
332854,2,U.S. RENAL CARE HERKIMER DIALYSIS,01Jan2020-31Dec2023,,260,201 E STATE ST,,HERKIMER,NY,13350,Herkimer,new,"201 E STATE ST, HERKIMER, NY 13350",43.027282,-74.983124
332855,2,U.S. RENAL CARE MASONIC CARE COMMUNITY DIALYSIS,01Jan2020-31Dec2023,,260,2150 BLEECKER ST,,UTICA,NY,13501,Oneida,new,"2150 BLEECKER ST, UTICA, NY 13501",43.087273,-75.191823
332856,2,U.S. RENAL CARE ROME DIALYSIS,01Jan2020-31Dec2023,,260,"91 PERIMETER RD,",,ROME,NY,13441,Oneida,new,"91 PERIMETER RD,, ROME, NY 13441",43.22689,-75.4305
332857,2,U.S. RENAL CARE ST LUKE'S DIALYSIS,01Jan2020-31Dec2023,,260,1650 CHAMPLIN AVE,,UTICA,NY,13502,Oneida,new,"1650 CHAMPLIN AVE, UTICA, NY 13502",43.096395,-75.27639
332858,2,DaVita North Ocean Avenue Dialysis,01Jan2020-31Dec2023,,258,10 Snyder Ave,,Brooklyn,NY,11226,Kings,new,"10 Snyder Ave, Brooklyn, NY 11226",40.649383,-73.938518
332859,2,Fresenius Kidney Care Webster Avenue Dialysis,01Jan2020-31Dec2023,,258,3160 WEBSTER AVE,,Bronx,NY,10467,Bronx,new,"3160 WEBSTER AVE, Bronx, NY 10467",40.8724,-73.87502
333503,2,LIJ SATELLITE DIALYSIS FACILITY,01Jan2020-31Dec2023,5.0,1,220-22 HILLSIDE AVENUE,,QUEENS VILLAGE,NY,11427,Queens,existing,"220-22 HILLSIDE AVENUE, QUEENS VILLAGE, NY 11427",40.73059,-73.742741
333511,2,MT. SINAI KIDNEY CENTER AT EAST RIVER PLAZA,01Jan2020-31Dec2023,5.0,1,520 EAST 117TH STREET,4TH FL,NEW YORK,NY,10035,New York,existing,"520 EAST 117TH STREET, NEW YORK, NY 10035",40.795601,-73.930769
333515,2,BROOKLYN HOSPITAL CENTER II,01Jan2020-31Dec2023,3.0,1,218 Myrtle Avenue,DIALYSIS UNIT,BROOKLYN,NY,11201,Kings,existing,"218 Myrtle Avenue, BROOKLYN, NY 11201",40.693347,-73.979619
333519,2,OLEAN GENERAL DIALYSIS,01Jan2020-31Dec2023,2.0,1,623 MAIN STREET,,OLEAN,NY,14760,Cattaraugus,existing,"623 MAIN STREET, OLEAN, NY 14760",42.091533,-78.426981
333522,2,NYU Winthrop Hospital Dialysis Bethpage,01Jan2020-31Dec2023,4.0,1,530 HICKSVILLE ROAD,THE DIALYSIS CENTER @ BETHPAGE,BETHPAGE,NY,11714,Nassau,existing,"530 HICKSVILLE ROAD, BETHPAGE, NY 11714",40.739152,-73.494491
333526,2,LAKE PLAINS DIALYSIS at BATAVIA,01Jan2020-31Dec2023,1.0,1,587 East Main Street,,BATAVIA,NY,14020,Genesee,existing,"587 East Main Street, BATAVIA, NY 14020",42.996078,-78.163785
333527,2,Long Island Community Hospital - West Main St,01Jan2020-31Dec2023,1.0,1,109  WEST MAIN STREET,Dialysis satellite,PATCHOGUE,NY,11772,Suffolk,existing,"109  WEST MAIN STREET, PATCHOGUE, NY 11772",40.766121,-73.018039
333531,2,BASSETT HEALTHCARE,01Jan2020-31Dec2023,2.0,1,1 ASSOCIATE DRIVE,RENAL DIALYSIS FACILITY,ONEONTA,NY,13820,Otsego,existing,"1 ASSOCIATE DRIVE, ONEONTA, NY 13820",42.444978,-75.084538
333533,2,STONY BROOK SOUTHAMPTON HOSPITAL REGIONAL DIALYSIS CENTER,01Jan2020-31Dec2023,3.0,1,184 WEST MONTAUK HGWY,,HAMPTON BAYS,NY,11946,Suffolk,existing,"184 WEST MONTAUK HGWY, HAMPTON BAYS, NY 11946",40.877674,-72.53433
333535,2,MOUNT SINAI SOUTH NASSAU OUTPATIENT DIALYSIS CENTER,01Jan2020-31Dec2023,5.0,1,3618 OCEANSIDE ROAD,,OCEANSIDE,NY,11572,Nassau,existing,"3618 OCEANSIDE ROAD, OCEANSIDE, NY 11572",40.623159,-73.632969
333536,2,DR RAVINDER N AGARWAL,01Jan2020-31Dec2023,2.0,1,124 FORD AVENUE,Agarwal RENAL CENTER,OGDENSBURG,NY,13669,Saint Lawrence,existing,"124 FORD AVENUE, OGDENSBURG, NY 13669",44.692698,-75.499035
333544,2,SUNY PARKSIDE DIALYSIS CENTER,01Jan2020-31Dec2023,4.0,1,710 PARKSIDE AVENUE,,BROOKLYN,NY,11226,Kings,existing,"710 PARKSIDE AVENUE, BROOKLYN, NY 11226",40.65612,-73.949515
333547,2,TRUDE WEISHAUPT MEMORIAL DIALYSIS CENTER,01Jan2020-31Dec2023,5.0,1,59-28 174TH STREET,NEW YORK HOSPITAL of QUEENS,FRESH MEADOWS,NY,11365,Queens,existing,"59-28 174TH STREET, FRESH MEADOWS, NY 11365",40.739412,-73.796098
333548,2,Kingston Hospital Dialysis Center- Satellite,01Jan2020-31Dec2023,4.0,1,37 Albany Avenue,,Kingston,NY,12401,Ulster,existing,"37 Albany Avenue, Kingston, NY 12401",41.933,-74.013708
333553,2,NOYES CENTER for KIDNEY DISEASE and DIALYSIS,01Jan2020-31Dec2023,1.0,1,4616 MILLENNIUM DRIVE,DIALYSIS UNIT,GENESEO,NY,14454,Livingston,existing,"4616 MILLENNIUM DRIVE, GENESEO, NY 14454",42.797672,-77.79152
333554,2,ROCHESTER GENERAL HOSPITAL DIALYSIS CENTER,01Jan2020-31Dec2023,3.0,1,370 RIDGE ROAD EAST,STE. 10,ROCHESTER,NY,14621,Monroe,existing,"370 RIDGE ROAD EAST, ROCHESTER, NY 14621",43.186407,-77.616364
333555,2,NASSAU UNIVERSITY MEDICAL CENTER,01Jan2020-31Dec2023,3.0,1,875 JERUSALEM AVENUE,A. HOLLY PATERSON EXTENDED CARE FACILITY,UNIONDALE,NY,11553,Nassau,existing,"875 JERUSALEM AVENUE, UNIONDALE, NY 11553",40.700903,-73.582685
333556,2,MONTEFIORE MEDICAL CENTER - WAKEFIELD HOSPITAL,01Jan2020-31Dec2023,3.0,1,600 East 233rd Street,HEMODIALYSIS UNIT,BRONX,NY,10466,Bronx,existing,"600 East 233rd Street, BRONX, NY 10466",40.893718,-73.861118
333558,2,UNITY HOSPITAL DIALYSIS AT SPENCERPORT,01Jan2020-31Dec2023,2.0,1,4 LAND-RE WAY,SUITE 300,SPENCERPORT,NY,14559,Monroe,existing,"4 LAND-RE WAY, SPENCERPORT, NY 14559",43.196455,-77.79682
333560,2,NEW YORK - PRESBYTERIAN HOSPITAL - COLUMBIA,01Jan2020-31Dec2023,,260,622 WEST 168TH STREET,"Dialysis - PH 4 CENTER, 430",NEW YORK,NY,10032,New York,existing,"622 WEST 168TH STREET, NEW YORK, NY 10032",40.841008,-73.940924
333561,2,UNITY HOSPITAL OF ROCHESTER - ST. MARY'S,01Jan2020-31Dec2023,1.0,1,89 GENESEE STREET,ST. MARY'S CAMPUS DIALYSIS,ROCHESTER,NY,14611,Monroe,existing,"89 GENESEE STREET, ROCHESTER, NY 14611",43.149162,-77.637216
333562,2,Oishei CHILDREN'S HOSPITAL OF BUFFALO,01Jan2020-31Dec2023,,260,818 Ellicott Street,HEMODIALYSIS UNIT,BUFFALO,NY,14203,Erie,existing,"818 Ellicott Street, BUFFALO, NY 14203",42.900901,-78.867782
333563,2,BASSETT HEALTHCARE LITTLE FALLS DIALYSIS,01Jan2020-31Dec2023,1.0,1,140 BURWELL STREET,,LITTLE FALLS,NY,13365,Herkimer,existing,"140 BURWELL STREET, LITTLE FALLS, NY 13365",43.044148,-74.847591
333565,2,KINGSBROOK JEWISH MEDICAL CENTER - RNH DIALYSIS,01Jan2020-31Dec2023,,260,585 SCHENECTADY AVENUE,,BROOKLYN,NY,11203,Kings,existing,"585 SCHENECTADY AVENUE, BROOKLYN, NY 11203",40.659605,-73.933869
333566,2,UNITY DIALYSIS AT CHILI,01Jan2020-31Dec2023,3.0,1,3379 CHILI AVENUE,SUITE 300,ROCHESTER,NY,14626,Monroe,existing,"3379 CHILI AVENUE, ROCHESTER, NY 14626",43.097911,-77.763322
333569,2,ROCHESTER GENERAL HOSPITAL - BAY CREEK DIALYSIS CENTER,01Jan2020-31Dec2023,3.0,1,2010 EMPIRE BOULEVARD,,WEBSTER,NY,14580,Monroe,existing,"2010 EMPIRE BOULEVARD, WEBSTER, NY 14580",43.195029,-77.500564
333570,2,Pediatric Peritoneal Dialysis,01Jan2020-31Dec2023,,260,725 Irving Avenue,Suite 401,Syracuse,NY,13210,Onondaga,new,"725 Irving Avenue, Syracuse, NY 13210",43.041626,-76.13756
342304,6,WFU BAPTIST MEDICAL CENTER DIALYSIS UNIT,01Jan2020-31Dec2023,,260,4 N HEMODIALYSIS,MEDICAL CENTER BLVD,WINSTON SALEM,NC,27157,Forsyth,existing,"4 N HEMODIALYSIS, WINSTON SALEM, NC 27157",36.088677,-80.26995
342306,6,CAROLINAS MEDICAL CENTER DIALYSIS UNIT,01Jan2020-31Dec2023,,260,1000 BLYTHE BLVD,PEDIATRIC DIALYSIS UNIT,CHARLOTTE,NC,28232,Mecklenburg,existing,"1000 BLYTHE BLVD, CHARLOTTE, NC 28232",35.203188,-80.839123
342502,6,FMC - GREENVILLE DIALYSIS CENTER,01Jan2020-31Dec2023,3.0,1,510 PALADIN DRIVE,,GREENVILLE,NC,27834,Pitt,existing,"510 PALADIN DRIVE, GREENVILLE, NC 27834",35.619297,-77.41286
342503,6,FMC CHARLOTTE,01Jan2020-31Dec2023,2.0,1,3158 Freedom Dr.,Suite 2101,Charlotte,NC,28208,Mecklenburg,existing,"3158 Freedom Dr., Charlotte, NC 28208",35.244413,-80.889671
342504,6,FMC - GREENSBORO KIDNEY CENTER,01Jan2020-31Dec2023,3.0,1,2700 HENRY STREET,,GREENSBORO,NC,27405,Guilford,existing,"2700 HENRY STREET, GREENSBORO, NC 27405",36.11557,-79.782495
342505,6,PIEDMONT DIALYSIS CENTER,01Jan2020-31Dec2023,2.0,1,655 COTTON STREET,,WINSTON SALEM,NC,27101,Forsyth,existing,"655 COTTON STREET, WINSTON SALEM, NC 27101",36.091633,-80.249891
342506,6,DaVita Asheville Kidney Center,01Jan2020-31Dec2023,3.0,1,1600 CENTRE PARK DR,,ASHEVILLE,NC,28805,Buncombe,existing,"1600 CENTRE PARK DR, ASHEVILLE, NC 28805",35.587379,-82.491438
342507,6,DaVita Wilson Dialysis,01Jan2020-31Dec2023,3.0,1,2833 Wooten Blvd. SW,,WILSON,NC,27893,Wilson,existing,"2833 Wooten Blvd. SW, WILSON, NC 27893",35.718301,-77.957859
342509,6,FMC - BMA OF LENOIR INC,01Jan2020-31Dec2023,4.0,1,1208 Hickory Blvd SW,Suite101,Lenoir,NC,28645,Caldwell,existing,"1208 Hickory Blvd SW, Lenoir, NC 28645",35.896537,-81.522948
342510,6,FMC - FAYETTEVILLE KIDNEY CENTER,01Jan2020-31Dec2023,2.0,1,2560 LEGION   ROAD,,FAYETTEVILLE,NC,28306,Cumberland,existing,"2560 LEGION   ROAD, FAYETTEVILLE, NC 28306",35.01257,-78.90992
342511,6,DaVita SEDC Wilmington Dialysis Center,01Jan2020-31Dec2023,3.0,1,2215 YAUPON DRIVE,,WILMINGTON,NC,28401,New Hanover,existing,"2215 YAUPON DRIVE, WILMINGTON, NC 28401",34.202869,-77.926947
342512,6,FMC - RALEIGH DIALYSIS CLINIC INC,01Jan2020-31Dec2023,3.0,1,"3943 NEW BERN AVE, SUITE 100",,RALEIGH,NC,27610,Wake,existing,"3943 NEW BERN AVE, SUITE 100, RALEIGH, NC 27610",35.800767,-78.569142
342513,6,FRESENIUS MEDICAL CARE GASTONIA,01Jan2020-31Dec2023,3.0,1,348 BURTONWOOD DR,,GASTONIA,NC,28054,Gaston,existing,"348 BURTONWOOD DR, GASTONIA, NC 28054",35.256746,-81.153667
342514,6,HIGH POINT KIDNEY CENTER,01Jan2020-31Dec2023,2.0,1,1900 WESTCHESTER DRIVE,,HIGH POINT,NC,27262,Guilford,existing,"1900 WESTCHESTER DRIVE, HIGH POINT, NC 27262",35.94285,-80.03537
342515,6,DaVita Elizabeth City Dialysis,01Jan2020-31Dec2023,3.0,1,1840 West City Dr,,ELIZABETH CITY,NC,27909,Pasquotank,existing,"1840 West City Dr, ELIZABETH CITY, NC 27909",36.298847,-76.261152
342516,6,FRESENIUS MEDICAL CARE OF HICKORY,01Jan2020-31Dec2023,5.0,1,1899 TATE Blvd Ste 1103,,HICKORY,NC,28602,Catawba,existing,"1899 TATE Blvd Ste 1103, HICKORY, NC 28602",35.729345,-81.305777
342517,6,FMC - ROCKY MOUNT KIDNEY CENTER,01Jan2020-31Dec2023,3.0,1,750 ENGLISH ROAD,,ROCKY MOUNT,NC,27804,Nash,existing,"750 ENGLISH ROAD, ROCKY MOUNT, NC 27804",35.97846,-77.84188
342518,6,FMC OF KINSTON DIALYSIS UNIT,01Jan2020-31Dec2023,3.0,1,604 AIRPORT ROAD,,KINSTON,NC,28504,Lenoir,existing,"604 AIRPORT ROAD, KINSTON, NC 28504",35.299006,-77.58882
342520,6,FMC DIALYSIS SERVICES NEUSE RIVER,01Jan2020-31Dec2023,3.0,1,202 West Industry Drive,,Oxford,NC,27565,Granville,existing,"202 West Industry Drive, Oxford, NC 27565",36.296278,-78.602638
342521,6,DaVita SEDC Whiteville Dialysis Center,01Jan2020-31Dec2023,4.0,1,608 PECAN LANE,,WHITEVILLE,NC,28472,Columbus,existing,"608 PECAN LANE, WHITEVILLE, NC 28472",34.3406,-78.68979
342522,6,FMC WAKE DIALYSIS CLINIC,01Jan2020-31Dec2023,3.0,1,3604 BUSH STREET,,RALEIGH,NC,27609,Wake,existing,"3604 BUSH STREET, RALEIGH, NC 27609",35.83197,-78.60993
342523,6,DaVita South Charlotte Dialysis,01Jan2020-31Dec2023,5.0,1,10504 PARK RD,,CHARLOTTE,NC,28210,Mecklenburg,existing,"10504 PARK RD, CHARLOTTE, NC 28210",35.0937,-80.870177
342524,6,FMC BMA OF ASHEBORO,01Jan2020-31Dec2023,3.0,1,187 Browers Chapel Rd.,,ASHEBORO,NC,27205,Randolph,existing,"187 Browers Chapel Rd., ASHEBORO, NC 27205",35.69145,-79.79426
342525,6,FMC - METROLINA KIDNEY CENTER MONROE,01Jan2020-31Dec2023,4.0,1,1338 EAST SUNSET DRIVE,,MONROE,NC,28112,Union,existing,"1338 EAST SUNSET DRIVE, MONROE, NC 28112",34.969652,-80.525419
342526,6,DaVita Union County Dialysis,01Jan2020-31Dec2023,3.0,1,615 Comfort Lane,,MONROE,NC,28112,Union,existing,"615 Comfort Lane, MONROE, NC 28112",34.976476,-80.512319
342527,6,STATESVILLE DIALYSIS CENTER,01Jan2020-31Dec2023,4.0,1,627 SIGNAL HILL DRIVE EXT,,STATESVILLE,NC,28625,Iredell,existing,"627 SIGNAL HILL DRIVE EXT, STATESVILLE, NC 28625",35.80519,-80.85194
342528,6,FMC LUMBERTON DIALYSIS UNIT,01Jan2020-31Dec2023,3.0,1,720 WESLEY PINES ROAD,,LUMBERTON,NC,28358,Robeson,existing,"720 WESLEY PINES ROAD, LUMBERTON, NC 28358",34.656225,-78.998189
342529,6,DCI SHELBY INC,01Jan2020-31Dec2023,2.0,1,1016 N LAFAYETTE STREET,,SHELBY,NC,28150,Cleveland,existing,"1016 N LAFAYETTE STREET, SHELBY, NC 28150",35.304218,-81.53881
342531,6,DaVita Goldsboro Dialysis,01Jan2020-31Dec2023,4.0,1,2609 HOSPITAL ROAD,,GOLDSBORO,NC,27534,Wayne,existing,"2609 HOSPITAL ROAD, GOLDSBORO, NC 27534",35.40343,-77.95454
342532,6,DaVita SEDC Jacksonville Dialysis Center,01Jan2020-31Dec2023,3.0,1,14 OFFICE PARK DRIVE,,JACKSONVILLE,NC,28546,Onslow,existing,"14 OFFICE PARK DRIVE, JACKSONVILLE, NC 28546",34.762267,-77.376927
342533,6,FMC - BMA OF BURLINGTON INC,01Jan2020-31Dec2023,2.0,1,3325 GARDEN ROAD,,BURLINGTON,NC,27215,Alamance,existing,"3325 GARDEN ROAD, BURLINGTON, NC 27215",36.072446,-79.504388
342534,6,FRESENIUS MEDICAL CARE NEW BERN,01Jan2020-31Dec2023,3.0,1,2113 Neuse Blvd,,NEW BERN,NC,28560,Craven,existing,"2113 Neuse Blvd, NEW BERN, NC 28560",35.113077,-77.070729
342535,6,DaVita SEDC Kenansville Dialysis Center,01Jan2020-31Dec2023,1.0,1,133 Limestone Rd,,Kenansville,NC,28349,Duplin,existing,"133 Limestone Rd, Kenansville, NC 28349",34.960638,-77.960029
342536,6,DaVita Dialysis Care of Rockingham County,01Jan2020-31Dec2023,2.0,1,251 W KINGS HWY,,EDEN,NC,27288,Rockingham,existing,"251 W KINGS HWY, EDEN, NC 27288",36.49263,-79.74729
342537,6,FMC - BMA OF SOUTH GREENSBORO INC,01Jan2020-31Dec2023,3.0,1,622 INDUSTRIAL AVENUE,,GREENSBORO,NC,27406,Guilford,existing,"622 INDUSTRIAL AVENUE, GREENSBORO, NC 27406",36.02565,-79.772936
342538,6,FMC - FREEDOM LAKE DIALYSIS UNIT,01Jan2020-31Dec2023,3.0,1,4016 FREEDOM LAKE DRIVE,,DURHAM,NC,27704,Durham,existing,"4016 FREEDOM LAKE DRIVE, DURHAM, NC 27704",36.048692,-78.896671
342539,6,DaVita Dialysis Care of Richmond County,01Jan2020-31Dec2023,3.0,1,771 Cheraw Road,,HAMLET,NC,28345,Richmond,existing,"771 Cheraw Road, HAMLET, NC 28345",34.867462,-79.732071
342540,6,FMCNA LAURINBURG DIALYSIS CENTER,01Jan2020-31Dec2023,1.0,1,701 E LAUCHWOOD DRIVE,,LAURINBURG,NC,28352,Scotland,existing,"701 E LAUCHWOOD DRIVE, LAURINBURG, NC 28352",34.751588,-79.470301
342541,6,DaVita Edenton Dialysis,01Jan2020-31Dec2023,3.0,1,312 Medical Arts Dr,,EDENTON,NC,27932,Chowan,existing,"312 Medical Arts Dr, EDENTON, NC 27932",36.07229,-76.616254
342542,6,FMC BMA OF ROANOKE RAPIDS INC,01Jan2020-31Dec2023,3.0,1,260 SMITH CHURCH ROAD,,ROANOKE RAPIDS,NC,27870,Halifax,existing,"260 SMITH CHURCH ROAD, ROANOKE RAPIDS, NC 27870",36.43283,-77.64984
342543,6,DaVita Vance County Dialysis,01Jan2020-31Dec2023,2.0,1,854 S Beckford Dr,,HENDERSON,NC,27536,Vance,existing,"854 S Beckford Dr, HENDERSON, NC 27536",36.336979,-78.425759
342544,6,FMC CARY KIDNEY CENTER,01Jan2020-31Dec2023,3.0,1,5045 OLD RALEIGH ROAD,,CARY,NC,27511,Wake,existing,"5045 OLD RALEIGH ROAD, CARY, NC 27511",35.739284,-78.805987
342545,6,FMC Four Oaks,01Jan2020-31Dec2023,3.0,1,5815 HWY 301 SOUTH,,FOUR OAKS,NC,27524,Johnston,existing,"5815 HWY 301 SOUTH, FOUR OAKS, NC 27524",35.448101,-78.417738
342546,6,DaVita Dialysis Care of Rowan County,01Jan2020-31Dec2023,4.0,1,111 DORSETT DRIVE,,SALISBURY,NC,28144,Rowan,existing,"111 DORSETT DRIVE, SALISBURY, NC 28144",35.688549,-80.497238
342547,6,FRESENIUS MEDICAL CARE OF WINDSOR,01Jan2020-31Dec2023,3.0,1,1421 B South King Street,,WINDSOR,NC,27983,Bertie,existing,"1421 B South King Street, WINDSOR, NC 27983",35.998373,-76.946416
342548,6,DaVita Charlotte Dialysis,01Jan2020-31Dec2023,3.0,1,2321 W  MOREHEAD STREET,STE 102,CHARLOTTE,NC,28208,Mecklenburg,existing,"2321 W  MOREHEAD STREET, CHARLOTTE, NC 28208",35.225126,-80.876668
342549,6,FMC OF NORTH CHARLOTTE,01Jan2020-31Dec2023,3.0,1,5220 N TRYON STREET,,CHARLOTTE,NC,28213,Mecklenburg,existing,"5220 N TRYON STREET, CHARLOTTE, NC 28213",35.2585,-80.77829
342550,6,DaVita Durham Dialysis,01Jan2020-31Dec2023,4.0,1,201 Hood Street,,DURHAM,NC,27701,Durham,existing,"201 Hood Street, DURHAM, NC 27701",35.990074,-78.893716
342551,6,MOUNT AIRY DIALYSIS CENTER,01Jan2020-31Dec2023,2.0,1,1280 NEWSOME STREET,,MOUNT AIRY,NC,27030,Surry,existing,"1280 NEWSOME STREET, MOUNT AIRY, NC 27030",36.481658,-80.603554
342552,6,US RENAL CARE CHARLOTTE LATROBE DIALYSIS,01Jan2020-31Dec2023,3.0,1,3515 LATROBE DRIVE,,CHARLOTTE,NC,28211,Mecklenburg,existing,"3515 LATROBE DRIVE, CHARLOTTE, NC 28211",35.197907,-80.799069
342553,6,LEXINGTON DIALYSIS CENTER,01Jan2020-31Dec2023,3.0,1,233 ANNA LEWIS DRIVE,,LEXINGTON,NC,27292,Davidson,existing,"233 ANNA LEWIS DRIVE, LEXINGTON, NC 27292",35.8026,-80.28577
342554,6,Fresenius Kidney Care West Charlotte,01Jan2020-31Dec2023,1.0,1,3057 FREEDOM DRIVE,,CHARLOTTE,NC,28208,Mecklenburg,existing,"3057 FREEDOM DRIVE, CHARLOTTE, NC 28208",35.24128,-80.88856
